name,Tc,NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number
Bi4Sr3Ca1.5Y1.5Cu4O16,86.1,6,0.578791845,0.540263297,0.533567725,0.533343264,0.533333438,25.95,75,19.74166667
Sr1Nd1Cu1Cl1O3,0,5,0.515078754,0.448768665,0.429973164,0.42868332,0.428574332,24,52,15.71428571
Ag0.5Al0.5Th2,0.78,3,0.707106781,0.673540003,0.66692688,0.666678292,0.666666794,70,77,26.66666667
Nb2.5Si3Zr2.5,0,3,0.579601156,0.484553784,0.421955628,0.39952817,0.385644923,30.5625,27,12.421875
Y1Ba2Cu2.98Fe0.02O7,90.7,5,0.609980114,0.556413963,0.540167968,0.538668282,0.538472261,22.61076923,48,15.73467456
Sr1Fe1Ru1As2,0,4,0.529150262,0.444796018,0.407233601,0.401326025,0.400117033,34.8,18,4.96
Gd1Sr2Ru0.9Cu2.1O8,37.75,5,0.615364501,0.578407717,0.571687932,0.571440621,0.571428715,21.75,56,15.71428571
P4Re3,0,2,0.714285714,0.642563064,0.596289666,0.581748903,0.574567736,40.71428571,60,29.3877551
Zr0.985Lu0.015B12,5.67,3,0.926182117,0.923247062,0.923077611,0.923076926,0.923076923,7.728076923,66,5.036449704
V2.88Ce0.12Si1,15.32,3,0.762758153,0.729926808,0.72072533,0.720062571,0.720001834,21.8,44,3.9
La1.887Sr0.113Cu1O4,29.7,4,0.647972316,0.593539955,0.574183731,0.571857059,0.571459813,24.69328571,49,19.07804082
Ba1Fe1.848Rh0.152As2,22.2,4,0.580971875,0.496667156,0.445034848,0.427121844,0.415274348,35.3776,30,8.83400192
Nb0.016Ta0.984,4.47,2,0.984130073,0.98400141,0.984,0.984,0.984,72.488,32,1.007616
La2Cu1O3.67,0,3,0.644309717,0.581774837,0.55557434,0.551348735,0.550351989,25.84107946,49,19.63321188
Pt2Sr1,0.35,2,0.745355993,0.693361274,0.670782206,0.667408235,0.666731742,64.66666667,40,17.77777778
Bi2Rh1,1.1,2,0.745355993,0.693361274,0.670782206,0.667408235,0.666731742,70.33333333,38,16.88888889
Fe1.04Te1,0,2,0.707242698,0.630202631,0.574790222,0.5526797,0.536808369,38.74509804,26,12.99500192
Sm1Fe1As0.55P0.45H0.08O0.92,19,6,0.45810752,0.362026731,0.30556571,0.286197614,0.273294083,30.085,61,16.759125
Sc4Rh6Ge19,1.9,3,0.700772463,0.663968989,0.655637447,0.655203437,0.655173071,33.17241379,24,4.894173603
Li0.8Fe1.2Se0.59S0.41H1O1,32,6,0.428774999,0.330542115,0.274822868,0.25721828,0.247149987,13.844,33,10.94528
Mg0.93Na0.07B2,38,3,0.735587445,0.68830924,0.669540492,0.667113461,0.666698169,7.31,7,3.08
La1.05Sr0.95Cu0.6Fe0.8O4,0,5,0.589117898,0.548155179,0.54079953,0.540551583,0.540540661,22.4527027,49,15.62454346
H2.45La1,0,2,0.767021369,0.725889623,0.711746651,0.710336237,0.710154041,17.23188406,56,23.05398026
Bi2Sr2Y1Cu2O8.53,0,5,0.596311533,0.556537419,0.549495253,0.549268691,0.549259581,26.22279459,75,20.01808601
Nd1Ba1.5La0.5O6.64,0,4,0.715614272,0.692307965,0.688888709,0.688799809,0.688796705,23.40456432,52,21.22122553
Tc0.1V0.9,1.5,2,0.905538514,0.900411335,0.900003048,0.900000027,0.9,25,20,3.6
Sr1Pt4Ge12,5.25,3,0.746386914,0.714624402,0.706462938,0.705928456,0.705883548,43.17647059,46,16.38754325
Fe0.3Ni0.7Zr2,2.02,3,0.713364485,0.676789945,0.667375574,0.666728088,0.666668506,35.8,14,5.6
Pd1Th1,0,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,68,44,22
Ce1Ba2Cu3O7.4,0,4,0.618818282,0.568130682,0.553605771,0.552389048,0.552245543,23.59701493,50,17.2265538
Pb0.8Sr1Ba1.2Y0.7Ca0.3Cu3O8.28,74,7,0.589798767,0.551454791,0.542570872,0.541948388,0.54188693,23.38612565,74,16.80797881
Y1Ni1.9Co0.1B2C1,9.65,5,0.516935414,0.427367284,0.376414708,0.360004142,0.349389195,18.48333333,34,13.15
Dy0.75Tb0.25Ni2B2C1,3.24,5,0.517069735,0.432192099,0.384369795,0.368262198,0.357276243,22.95833333,61,17.625
La1Fe0.85Ru0.15As1F0.11O0.89,23.6,6,0.470983015,0.373094033,0.311478467,0.289062666,0.274084664,31.7025,49,14.2198125
Mg1.4Al0.6Si1,6,3,0.607362239,0.527363993,0.484029075,0.472911628,0.468264906,12.86666667,2,0.808888889
Cu0.287O0.14Ti0.573,0,3,0.655971036,0.598623158,0.576665201,0.573649405,0.573056959,22.049,21,3.989874
La1.74Nd0.125Sr0.135Cu1O4,21,5,0.639857286,0.589517859,0.57330786,0.571673834,0.571442487,24.68714286,52,19.07102041
Y1.8Ti0.2C3.1,14.5,3,0.703973454,0.645217039,0.615663171,0.609757236,0.608107408,18.2745098,33,14.9219531
Lu1Ir3.6Rh0.4B4,2.67,4,0.609796566,0.535140475,0.487727823,0.469971708,0.457939762,42.91111111,72,33.69876543
Y1Ba1.8Sr0.2Cu4O7.9,78,5,0.610295584,0.554467002,0.533750928,0.530847637,0.530260051,21.91946309,48,14.76023603
Y0.8Ca0.2Ba2Fe3O8,0,5,0.629544701,0.584348536,0.572385628,0.571518649,0.571431768,20.65714286,48,14.48408163
B0.57Nb0.43,0,2,0.714002801,0.642073354,0.595472383,0.580700395,0.57331451,20.48,36,17.6472
Nd1.85Ce0.15Cu0.993Co0.007O4,0,5,0.645725316,0.592416561,0.573932815,0.571802108,0.571454208,25.81228571,52,20.35689796
La1.875Ca0.125Cu1O4,23.85,4,0.647306034,0.593189785,0.574101475,0.571838602,0.571457886,24.33928571,49,18.82844388
Ce1.025Cu2Si2,0.6,3,0.598691675,0.512468135,0.45879854,0.439729526,0.426603158,28.94527363,44,11.89673523
Nb0.28Bi2Se3,3.35,3,0.684925579,0.619649628,0.582415816,0.572817428,0.569159527,52.93181818,49,22.77892562
Eu0.6Pr0.4Ba2Cu3O6.97,15,5,0.607587697,0.555444756,0.539179424,0.537616104,0.537405915,24.37625289,55,17.60099964
Y1Os3B2,6,3,0.623609564,0.550321208,0.512897481,0.504110433,0.500861217,46.16666667,71,29.83333333
Y1Ba1Sr1Cu2.975Sn0.025O6.91,76.3,6,0.597990823,0.550656463,0.536838385,0.535453715,0.535255709,21.36367157,48,14.30564997
Ho1Ba2Sb1O6,0,4,0.64807407,0.609119935,0.600523776,0.600039797,0.600001018,27.8,59,23.76
Ba1Fe1.8Cr0.2As2,0,4,0.575499783,0.491482391,0.440612458,0.423290653,0.41217559,34.72,32,8.512
La1Zn1,1.04,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,43.5,27,13.5
Th1Ir0.2Os1.8,2.93,3,0.689605362,0.632747997,0.606222289,0.601390372,0.600167834,80.73333333,14,6.177777778
La0.98Gd0.02Ru2,3.23,3,0.742428448,0.691847987,0.670391155,0.667310724,0.666719842,48.38,20,5.84
Dy1Ba1Sr1Cu3O6.94,81.5,5,0.599421935,0.551909306,0.537950609,0.536537621,0.536333702,23.37867079,58,16.49582307
La1.82Sr0.18Cu1O3.957,0,4,0.642867919,0.589538233,0.571217475,0.569138138,0.568803801,24.61348282,49,18.89882177
Ag0.885Sb0.115,0.019,2,0.892440474,0.885646798,0.885006558,0.885000079,0.885,47.46,4,0.8142
Ni33Zr67,2.6,2,0.746860094,0.695687776,0.673839922,0.670671036,0.670056273,36.04,12,5.3064
Nb0.83Sb0.17,1.95,2,0.847230783,0.832370443,0.830059827,0.830001793,0.830000011,42.7,10,2.822
Mg0.93Al0.07B2,35.8,3,0.735587445,0.68830924,0.669540492,0.667113461,0.666698169,7.356666667,8,3.142222222
La1.9Ca0.1Cu1O4,20.5,4,0.648703574,0.593924213,0.57427518,0.571877861,0.571462029,24.47142857,49,18.9522449
Ce1Rh0.75Ir0.25In5,0.92,4,0.737134551,0.71701338,0.714342312,0.714287195,0.714285722,50.85714286,32,3.908163265
Yb0.3Pr0.7Ba1.7Sr0.3Cu3O6.91,0,6,0.601535941,0.552174446,0.536981527,0.535470198,0.535256774,24.10379551,62,17.23891975
Fe2As2Ca5Sc2Ti2O10.5,33,6,0.523335059,0.466157597,0.449063299,0.447164377,0.446835302,16.5106383,25,7.605251245
B1Sr2Ca3Cu4O2N+3,110,6,0.437162568,0.341995189,0.290646336,0.276320394,0.269575178,19.6,33,10.08
Na1Al1Si1,7.2,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,12.66666667,3,1.111111111
Y2Ba4Cu7O14.16,34,4,0.6044413,0.545611067,0.524586535,0.521901364,0.521400529,22.76435935,48,15.39494318
Rb0.8Fe1.6Se2,32.4,3,0.609836721,0.528967988,0.481796176,0.467168086,0.459209507,31.63636364,11,4.099173554
Lu5Ir4Si10,3.82,3,0.624965373,0.557579781,0.530612431,0.527023522,0.526372679,42.26315789,63,29.75069252
Er0.924Pr0.076Ba2Cu3O7,91.1,5,0.609877046,0.556573545,0.540216464,0.538677565,0.538472989,24.79353846,60,18.08534911
Al0.5Ga0.5V3,12.9,3,0.77055175,0.752307707,0.750038576,0.750000765,0.750000002,22.75,18,2.4375
La0.7Th0.3,4.88,2,0.761577311,0.717905435,0.702012551,0.700265258,0.700014632,66.9,33,13.86
Mo0.84V0.16C1,12.9,3,0.657875368,0.584413418,0.536197338,0.518815568,0.508124506,22.48,36,16.48
Ti2In1C1,3.1,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,24.75,43,12.125
Au0.1Sb0.9,7.5,2,0.905538514,0.900411335,0.900003048,0.900000027,0.9,53.8,28,5.04
K0.74Fe1.67Se1.61S0.4,32,4,0.558259924,0.475778576,0.427327313,0.410184581,0.398274196,26.83710407,18,5.2182183
Sm1Th3.4Ru0.6B4,0,4,0.597525763,0.523388237,0.478383831,0.462458105,0.45250395,46.04444444,85,36.75654321
Ba0.68K0.32Fe2As2,37.75,4,0.585313591,0.507587737,0.459692728,0.441652457,0.428709828,32.432,37,6.864896
Y0.76Ca0.24Ba2Cu2.76Co0.24O6.84,85,6,0.598706564,0.548596019,0.534072514,0.532856627,0.532716619,22.40498442,48,15.43727254
Ir1Sc3,0,2,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,35,56,21
Nb0.8Ga0.14Cr0.06,8.6,3,0.814370923,0.801538705,0.800026639,0.800000576,0.800000002,38.58,17,3.872
Y1Th3.4Ru0.6B4,9.4,4,0.597525763,0.523388237,0.478383831,0.462458105,0.45250395,43.48888889,85,35.20987654
Ba0.5K0.5Bi1O3,19.66428571,4,0.64807407,0.609119935,0.600523776,0.600039797,0.600001018,28.9,75,27.06
As1Ti1,0,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,27.5,11,5.5
Pd1Sb1Te1,1.2,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,49.66666667,6,2.444444444
N0.84Ti1,0,2,0.709775118,0.634688361,0.582814576,0.563929798,0.552309245,15.15217391,15,7.443289225
Th0.5Y0.5,1.25,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,64.5,51,25.5
Cu0.4Zn0.6Ir2S4,1.73,4,0.647128666,0.595079069,0.574965759,0.572064348,0.571484351,35.37142857,61,23.7877551
Ta0.91W0.09,2.78,2,0.914439719,0.910293348,0.910001722,0.910000012,0.91,73.09,1,0.1638
Y0.95Ca0.05Ba2Cu2.85Co0.15O6.82,83,6,0.602002187,0.549305024,0.533564073,0.532164472,0.531990169,22.72308892,48,15.6860563
La1.822Sr0.178Cu1O4,36,4,0.64446415,0.591695613,0.573762022,0.571765069,0.571450593,24.51685714,49,18.87640816
Pd0.11Ti1Se2,1.82,3,0.719862375,0.668870212,0.647056853,0.643802156,0.643149591,30.5659164,24,5.508627909
Li0.8Fe1.2Se0.1S0.9H1O1,0,6,0.442718872,0.341309826,0.280293636,0.259978338,0.248153557,12.08,33,8.9696
Pb0.5Cu0.5Sr0.8La1.2Cu1O5.1,34.9,5,0.607782717,0.568409363,0.560778346,0.560458193,0.560439862,24.62637363,74,18.63615505
Sc1Rh2Sn1,2,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,40.25,29,9.625
Ni21Zr79,3.06,2,0.817435013,0.794915672,0.790209598,0.790010584,0.790000139,37.48,12,3.9816
Al0.5Ga0.5Nb3,19,3,0.77055175,0.752307707,0.750038576,0.750000765,0.750000002,36.25,28,7.125
Y1Ba1.8Sr0.2Cu4O7.95,82,5,0.611162263,0.555673164,0.535223542,0.532392879,0.531827859,21.8729097,48,14.75446583
Nd0.8Sm0.2F0.3Bi1S2O0.5,5.2,6,0.511160173,0.443878584,0.420153848,0.417230665,0.416711744,37.9375,75,28.13541667
Sm1.83Ce0.17Cu1O4,0,4,0.644882524,0.591915641,0.573810839,0.571775375,0.571451577,26.33142857,54,20.95020408
Ca10Pt3.617Fe9.383As18,13.6,4,0.558916357,0.481742154,0.446799277,0.440686608,0.439212034,32.19717073,58,8.78632977
Y1Dy4Os4Ge10,0,4,0.606976979,0.548038471,0.528455168,0.526561828,0.526326826,48.78947368,44,18.70360111
Au0.125Sb0.75Te0.125,6.7,3,0.77055175,0.752307707,0.750038576,0.750000765,0.750000002,54.625,28,6.09375
Ca0.4Ba1.15La1.45Cu3O7.02,0,5,0.604105693,0.555127499,0.540751547,0.539372261,0.539181468,22.90399386,49,16.25002065
Rh0.1Zr0.9,9.9,2,0.905538514,0.900411335,0.900003048,0.900000027,0.9,40.5,5,0.9
Ce1Rh0.4Ir0.6In5,0.91,4,0.735679611,0.716715535,0.714335445,0.714287059,0.714285722,52.45714286,32,5.791020408
Y0.8Pr0.2Ba2Cu3.925Fe0.075O8,10,6,0.611341876,0.556285411,0.536434624,0.533857814,0.53337647,22.31833333,51,15.27288889
Bi1.6Pb0.4Sr4Cu2C1O11,41,6,0.60149813,0.560429093,0.550727189,0.550066664,0.550002226,23.48,77,18.776
C0.93Nb1,6.5,2,0.707571718,0.630788132,0.575853352,0.554202661,0.538996026,24.13471503,35,17.47697925
La1Pt2,0.23,2,0.745355993,0.693361274,0.670782206,0.667408235,0.666731742,71,21,9.333333333
La1.1Ba1.5Ca0.4Cu3O7.25,35,5,0.609325886,0.561971417,0.548540869,0.547333448,0.547177872,22.61886792,49,16.15612674
Y0.85Pr0.15Ni2B2C1,12,5,0.520283043,0.433674124,0.384611642,0.368300452,0.357278694,19,54,13.66666667
Au0.915In0.085,0.031,2,0.918939606,0.915244443,0.915001266,0.915000008,0.915,76.45,30,4.6665
Er0.8Lu0.2Ni2B2C1,10.8,5,0.518544973,0.43287262,0.384475457,0.368277783,0.357277133,23.43333333,66,18.1
Be1Cr2,0,2,0.745355993,0.693361274,0.670782206,0.667408235,0.666731742,17.33333333,20,8.888888889
Nb5Si2.4B0.6,7.8,3,0.697316284,0.647574789,0.628156123,0.625522886,0.625040566,30.2,36,13.5
Hg1Pb2,5.8,2,0.745355993,0.693361274,0.670782206,0.667408235,0.666731742,81.33333333,2,0.888888889
Ba0.823K0.177Fe2As2,10,4,0.590208709,0.509811408,0.46002046,0.441698807,0.428712369,33.4902,37,7.41022616
Nb4Ni1Si1,7.7,3,0.707106781,0.673540003,0.66692688,0.666678292,0.666666794,34.33333333,27,8.888888889
La1.71Sr0.29Cu0.94Ni0.06O4,30.4,5,0.637203713,0.588349363,0.57313234,0.571644576,0.57144025,24.20428571,49,18.51918367
In0.966Mg0.034,3.61,2,0.966598158,0.96601404,0.96600001,0.966,0.966,47.742,37,2.430456
Cd1Mo5S6,2.923333333,3,0.656167323,0.582765888,0.534958373,0.517894571,0.507542173,29.5,32,13.5
Tl2Ba2Cu1O6.08,16,4,0.611900046,0.562236653,0.549592385,0.548802034,0.548738091,31.73646209,73,26.54407069
Lu0.5Th0.5Os3B2,4.14,4,0.612372436,0.546472682,0.512548571,0.504079819,0.500860385,53.08333333,85,32.05555556
Fe1Te0.7Se0.3,12.9,3,0.628490254,0.555320271,0.515993568,0.505699425,0.501395026,36.3,26,10.99
La1.95Bi0.05Cu0.99Zn0.01O4.093,22.7,5,0.654291388,0.599671723,0.5799468,0.57750994,0.577082589,24.96179332,75,19.57553082
Sr2Cu1C0.86B0.14O5,31,5,0.616233081,0.56948318,0.556740551,0.555686863,0.555561388,16.76222222,33,12.15851852
Ru1Sr2Gd1.4Ce0.6Cu2O9.54,34,6,0.611602676,0.581169957,0.576886372,0.576786621,0.576783574,22.89721886,56,17.18494171
Ge0.3Sb0.7,3.3,2,0.761577311,0.717905435,0.702012551,0.700265258,0.700014632,45.3,19,7.98
Bi2Sr2Ca0.2Y0.8Cu2O8,0,6,0.583780781,0.541714815,0.533646533,0.533347291,0.533333486,26.61333333,75,20.03057778
Ce0.9La0.1Co1In5,1.22,4,0.739828993,0.717565866,0.714358408,0.714287645,0.714285724,47.12857143,31,5.751020408
Ta0.2Zr0.8,5.56,2,0.824621125,0.804145152,0.800156189,0.800006975,0.800000076,46.6,33,10.56
Ca0.9Pr0.1Fe1.3As1.8O0.2,20,5,0.559591136,0.479529372,0.436141093,0.42490894,0.420232994,27.60465116,51,5.977285019
Re3V1,6.26,2,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,62,52,19.5
Dy1Ba2Cu2.7Zn0.3O6.9,0,5,0.600412494,0.550032654,0.536085477,0.535004218,0.534888447,24.84496124,58,18.02019109
Cu0.03Ir1Te2,2.53,3,0.738042645,0.686496998,0.664140798,0.660800233,0.660130438,60.02310231,48,11.20587306
Cd0.18Pb0.32Sn0.5,7.5,3,0.620322497,0.546924989,0.510859966,0.503137742,0.500575301,59.88,34,14.1568
Lu4.5Dy0.5Ir4Si10,1,4,0.614911655,0.552253391,0.529302038,0.526719004,0.526339225,42.13157895,63,29.61218837
Sn3V2,0,2,0.721110255,0.654213262,0.615030331,0.604895199,0.60103246,39.2,27,12.96
Mo6Se7.85S0.15,6.3,3,0.70582489,0.634138612,0.587320303,0.572192056,0.5644178,37.23571429,26,4.083673469
Pr1.87Ce0.13Cu1O4,9.4,4,0.647030895,0.593045168,0.574067804,0.571831117,0.571457115,25.55285714,51,20.06040816
Bi4Te3,3.5,2,0.714285714,0.642563064,0.596289666,0.581748903,0.574567736,69.71428571,31,15.18367347
Y1Re0.1Ba2Cu2.9O7.08,90,5,0.60944951,0.557753659,0.542725712,0.541445029,0.541291774,22.87767584,67,16.10610779
Pb0.35Sn0.53In0.12Te1,3.5,4,0.595357036,0.53036524,0.504623366,0.500880397,0.500088752,56.54,33,8.911
Ba1Fe1.784Co0.216As2,14.6,4,0.573735549,0.489797901,0.439202806,0.422101531,0.411256882,34.8432,30,8.46272
Pd50.745V0.255Sb49,0.91,3,0.705416193,0.628546396,0.573234888,0.551141498,0.535252918,48.39135,28,2.556477
Er0.7Ca0.15Hf0.15Ba2Cu3O6.821,77.3,6,0.604469688,0.551080246,0.533986126,0.532273543,0.532032441,24.56657047,64,17.73427389
Y2C2Br0.5I1.5,11.6,4,0.540061725,0.448601051,0.391617127,0.371443948,0.358251237,31.16666667,47,16.77777778
Y1Ba2Cu2.92Fe0.08O7,86.2,5,0.608289872,0.555645462,0.540024112,0.538642469,0.538470323,22.59692308,48,15.71976331
Y1Pd2Sn1,4.993333333,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,45.25,11,3.125
Y1V2Al20,0.69,3,0.874983122,0.869891182,0.869567011,0.86956523,0.869565217,15,26,3.47826087
Nb3Al0.956Si0.044,18.5,3,0.78723694,0.758005069,0.750492271,0.750035748,0.75000081,34.011,28,10.4835
Ca0.79Sr0.21Gd1Cu1Cl1O3,0,6,0.50846307,0.44635406,0.429732009,0.428660734,0.428573675,22.54,56,14.61902857
Y0.985Ca0.015Ba2Cu3O6.98,89.9,5,0.609996561,0.556071352,0.539529706,0.537970516,0.537762152,22.61594761,48,15.72550902
Y1.7U0.3C2.9,0,3,0.688756613,0.629365605,0.599813993,0.593827762,0.592119728,22.71428571,86,19.78425656
In31.5Sb68.5,3.7,2,0.753956232,0.706520702,0.687794327,0.685424741,0.685028961,50.37,2,0.8631
Y1Ba2Cu3O6.215,0,4,0.593892222,0.533059146,0.511794097,0.50926936,0.508836192,23.55464593,48,15.82842807
Ba0.7K0.3Fe2As2,36.85,4,0.585832741,0.50782361,0.459723898,0.441656153,0.428709976,32.58,37,6.8936
U1Ni1.98Al3,1.13,3,0.623913917,0.550944268,0.514026685,0.50552469,0.502454371,31.17725753,79,20.34205434
Al3Zr1,0,2,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,19.75,27,10.125
Ir1Sn2,0.715,2,0.745355993,0.693361274,0.670782206,0.667408235,0.666731742,59,27,12
Bi2Sr2Ca1Cu2O8.195,91,5,0.58921365,0.547367727,0.539604926,0.539334095,0.539322267,25.37413623,75,19.44786872
V75Si20Ge5,12.15,3,0.777817459,0.754784231,0.75020236,0.750010274,0.750000136,21.65,18,3.06
La1.9Sr0.1Cu1O4.018,40,4,0.649300197,0.594776279,0.575317167,0.572964043,0.572559836,24.68566543,49,19.10601416
Bi1Pb1Sr0.12Pr0.12Cu1O6,11,6,0.676115089,0.652346522,0.649400747,0.649351643,0.649350653,27.45021645,75,25.26002136
In0.82Mg0.18,3.67,2,0.839523674,0.822881002,0.82008357,0.820002877,0.820000021,42.34,37,10.9224
Y1Ba1.8La0.2Cu3O6.8,47.2,5,0.602728173,0.549662637,0.533157435,0.531503541,0.531264928,22.859375,49,15.78808594
Er1Ni1.955Co0.09B2C1,2.6,5,0.518660548,0.429263962,0.378321326,0.361754535,0.350851066,23.35318445,63,17.8857083
Ni0.031Ru0.969,0.36,2,0.969495745,0.969010576,0.969000006,0.969,0.969,43.504,16,0.961248
Cu0.5P0.5Sr2Ca1.9Y0.1Cu3O9.4,84,6,0.59858467,0.552493837,0.541084021,0.540309008,0.540232668,17.36206897,31,10.25108997
Y2C2Br2,5.03,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,26.66666667,33,13.77777778
Pb1Tl0.17,6.73,2,0.866963317,0.856098284,0.854725124,0.854701356,0.854700856,81.85470085,1,0.248374607
Mo0.8V0.2C1,12.8,3,0.64807407,0.574889708,0.529187551,0.513786321,0.50512568,22.1,36,16.1
Ge1P1,4.2,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,23.5,17,8.5
Th1.2Lu0.8C3,11.6,3,0.665732679,0.616153782,0.601384216,0.600148543,0.6000064,36.56,84,36.672
Ir3Nb1,0,2,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,68,36,13.5
Ta0.05V2Zr0.95,8.9,3,0.738241153,0.689682382,0.669860016,0.667185052,0.666705637,29.21666667,50,8.288888889
Ca0.78La0.22Fe1As2,21.9,4,0.594600706,0.529202848,0.503965452,0.500653504,0.500052873,30.035,37,5.93115
Ir0.05Nb3Rh0.95,2.38,3,0.786805249,0.757857213,0.750477036,0.750034207,0.75000076,42.4,36,2.1
La1.913Sr0.087Cu1O4,25,4,0.649444629,0.594313554,0.574369106,0.57189953,0.571464385,24.76385714,49,19.15869388
La1.7Sr0.3Cu0.9Mn0.1O4,37,5,0.635674156,0.587828399,0.573069952,0.571635181,0.571439576,24.12857143,49,18.43265306
V2.7Zr0.3Si1,13.2,3,0.723705741,0.686541364,0.6759405,0.675092167,0.675003278,22.025,26,4.0125
Cu1Zn3,0,2,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,29.75,1,0.375
La1Ca1Ba1Cu3O7,69,5,0.600788437,0.553723461,0.540028656,0.538665863,0.538472794,21.23076923,49,14.43786982
La1.59Na0.41Cu1O4,18,4,0.63400573,0.586188675,0.572670232,0.571561475,0.571434253,22.30571429,49,17.67377143
Hf1V2H1,4.87,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,29.75,71,21.125
Nd1Ba2Cu3O6.75,52.8,4,0.605307806,0.549311236,0.531481043,0.529685691,0.52942796,24.54901961,52,17.52249135
Mo0.04Ti0.96,2,2,0.960832972,0.960023148,0.960000024,0.96,0.96,22.8,20,1.536
Eu1Ga1Si1,0,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,36,49,18
Nd1Ru4B4,0,3,0.638284739,0.561419372,0.510582449,0.49070859,0.476343784,28.44444444,55,20.83950617
Au0.92Ga0.06In0.02,0.13,3,0.922171351,0.920088208,0.920000218,0.920000001,0.92,75.52,48,6.4032
Y0.9Pr0.1Ba2Cu3O6.75,52.2,5,0.604392483,0.549167294,0.531477996,0.529685629,0.52942796,23.05882353,51,15.94463668
Bi0.15Nb3Sn0.85,18.23,3,0.780424564,0.75567455,0.750273739,0.750015704,0.75000025,44.4875,42,5.23125
La1Fe0.99925Mn0.00075As1F0.11O0.89,15.35,6,0.487512892,0.386811183,0.322181096,0.298221153,0.281740002,31.0273125,49,13.9726875
As1Ru1,0,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,38.5,11,5.5
Ho0.5Pr0.5Ba2Cu3O6.67,24.3,5,0.601029544,0.546510872,0.528616074,0.526736342,0.526458553,24.89029203,59,17.78346454
La1.64Nd0.2Ba0.16Cu1O4,12,5,0.634954602,0.587133016,0.572857136,0.571592396,0.571436296,25.06285714,52,19.50040816
Sc0.75Th0.25Rh4B4,8.74,4,0.634647759,0.560602166,0.510544482,0.490706736,0.476343762,26.47222222,85,19.99845679
Bi1.8Pb0.2Sr1.4La0.6Cu1OY,28.3,7,0.41893938,0.325234016,0.276885222,0.264603157,0.259354919,47.02857143,75,22.20734694
K1Ta0.992Nb0.008O3,0,4,0.662846227,0.614295168,0.600965105,0.600076213,0.600001954,23.1488,65,19.83808
Y0.87Pr0.13Ba2Cu3O7,78.35,5,0.609460912,0.556510538,0.540215357,0.538677546,0.538472989,22.81538462,51,15.95502959
Ti45Nb40Si12B3,5.4,4,0.614654374,0.539331592,0.491620508,0.473994803,0.462244296,28.13,36,10.296
Ge1.83La1,2.17,2,0.736891039,0.680058101,0.6528252,0.647978834,0.646796462,40.83392226,25,11.42478992
Sn0.97As0.017Te0.983,0.058,3,0.701073486,0.624552537,0.569443314,0.547353642,0.531368181,50.85126904,19,1.146398516
Mo6Se7Cl1,6.52,3,0.662401321,0.588755043,0.539513696,0.521343581,0.509793107,36.21428571,25,4.959183673
La1.788Sr0.213Cu1O4,23,4,0.642643309,0.590698513,0.573481813,0.571642514,0.571365198,24.4265105,49,18.77047336
Y0.9Ba0.1Cu1O4,81,4,0.703562364,0.672620284,0.666873634,0.666675259,0.666666752,16.95,48,11.93333333
Pb0.975Tl0.025,0,2,0.97532046,0.975005479,0.975000002,0.975,0.975,81.975,1,0.04875
Y0.55Pr0.45Ba2Cu3O7.01,29.2,5,0.608367852,0.556605535,0.540556167,0.539030266,0.53882759,23.29592621,51,16.48338858
Y1Ba2Cu2.925Zn0.075O6.94,65,5,0.607149645,0.553935032,0.537957891,0.536515026,0.536331181,22.688949,48,15.75599784
Pr1Ni2B2C1,0,4,0.527046277,0.436790232,0.385263208,0.368439217,0.357292694,21.83333333,54,16.5
La0.9Ce0.1Ru4P12,4.8,4,0.745969563,0.714588529,0.706462706,0.705928454,0.705883548,24.3,43,13.12941176
Co1Zr2,5.352857143,2,0.745355993,0.693361274,0.670782206,0.667408235,0.666731742,35.66666667,13,5.777777778
La1.897Ba0.103Cu1O4,14.5,4,0.648533951,0.593835086,0.574253859,0.571872985,0.571461505,24.98528571,49,19.4117551
Hg0.698Tl0.302,3.888,2,0.760531393,0.716357634,0.700103899,0.698282677,0.698016044,80.302,1,0.421592
Os0.55V0.45,5.04,2,0.71063352,0.636198164,0.585455665,0.567518901,0.556981133,52.15,53,26.235
